layer,from_account,to_account,amount,case_id
2,A752769,A241425,65772.7,C46
1,A929293,A569750,88889.39,C58
1,A699628,A716612,154933.76,C179
3,A435133,A776014,14203.13,C68
4,A718871,A787978,63689.87,C57
4,A626210,A403202,107971.31,C24
2,A435336,A701846,41273.59,C78
3,A329843,A222320,191528.12,C168
2,A979805,A144780,117266.84,C88
4,A453788,A929394,22386.66,C45
1,A968610,A802261,24865.2,C194
2,A245996,A141336,189337.08,C74
4,A891350,A644450,178553.42,C27
2,A777252,A175055,85517.04,C170
1,A663189,A226493,135817.05,C193
4,A411781,A943942,148462.13,C78
1,A983407,A932886,172498.05,C91
2,A919175,A636722,27989.43,C7
1,A505783,A790092,57885.09,C170
2,A212431,A683487,170389.33,C181
5,A774606,A246847,143903.82,C88
5,A971042,A930233,29259.95,C11
5,A493351,A590944,98246.46,C110
1,A354952,A976317,23795.84,C102
2,A887046,A217293,160588.01,C142
5,A783044,A548514,109023.03,C5
5,A300632,A551181,85418.18,C49
3,A914229,A185628,30164.0,C52
1,A620103,A779706,117080.48,C174
4,A863735,A223456,166170.27,C22
2,A670792,A893136,64771.33,C3
2,A904855,A771537,74927.8,C200
3,A535644,A199368,89192.59,C22
1,A304610,A818262,185100.25,C195
2,A307736,A999184,98329.27,C196
2,A157954,A371950,196889.2,C188
5,A923894,A539123,60295.35,C41
5,A424089,A209454,113161.93,C101
2,A461639,A843321,80933.02,C52
5,A204925,A823377,34431.18,C77
5,A420769,A875563,96909.31,C63
2,A946389,A557171,84732.1,C188
1,A799258,A662936,189638.64,C180
4,A677251,A518108,88320.62,C93
5,A823869,A145514,186790.56,C48
1,A539846,A897019,198921.42,C40
3,A294267,A314105,143838.49,C115
4,A865119,A632842,163399.53,C103
5,A224776,A927064,191576.73,C63
4,A784851,A931773,87882.68,C20
3,A438101,A147804,156711.49,C38
1,A761436,A522158,102895.85,C110
3,A734269,A788019,45548.37,C12
5,A313985,A781662,16294.86,C139
4,A367726,A499340,191062.43,C62
1,A884559,A295729,167747.06,C9
2,A412767,A797311,162985.68,C114
5,A722151,A928023,9329.52,C100
4,A792109,A893952,188941.42,C3
5,A793533,A959780,133430.01,C133
2,A579951,A356038,78321.97,C58
2,A114771,A293303,141289.49,C175
5,A170447,A405892,114126.33,C160
4,A103058,A824056,88173.02,C149
1,A653239,A518233,162461.1,C108
5,A332038,A858132,153079.19,C148
4,A891110,A460907,154978.7,C181
2,A310528,A893873,86008.34,C178
5,A314132,A948069,176264.16,C28
4,A574136,A737644,19787.01,C177
3,A559894,A935021,27047.57,C40
1,A901884,A891370,150348.66,C68
3,A375110,A885387,157550.75,C182
2,A122762,A275396,155945.78,C15
2,A709142,A594461,78747.53,C20
5,A124278,A472787,57496.63,C69
4,A393574,A960809,193707.4,C24
1,A455688,A159218,11676.84,C127
4,A394503,A908380,127762.52,C53
1,A361425,A293901,119309.81,C89
4,A432676,A242331,130380.71,C51
2,A739208,A484371,198180.04,C163
5,A987020,A247335,123535.94,C159
5,A410825,A118451,54586.86,C102
5,A963291,A829974,44711.28,C8
5,A630118,A401264,102535.38,C172
4,A444539,A829881,153913.1,C196
2,A415901,A214014,43192.4,C141
1,A827970,A643758,11723.4,C108
1,A375131,A176946,124294.55,C90
3,A457204,A109809,5611.06,C198
1,A239329,A457682,132750.78,C167
4,A304619,A601238,93367.26,C69
3,A377039,A404276,173343.55,C49
3,A388127,A428377,90638.41,C104
5,A874662,A688043,9797.98,C177
2,A244553,A433964,33341.03,C186
5,A328988,A949296,88335.85,C44
4,A158665,A262970,36093.97,C102
5,A964625,A876745,44053.28,C48
1,A800041,A797998,187625.66,C180
4,A773347,A383243,146421.77,C179
4,A579865,A426738,138525.59,C20
3,A207989,A759435,15839.48,C53
1,A954754,A671064,22975.59,C4
5,A415717,A374899,56998.78,C74
4,A836515,A202855,77577.82,C16
5,A990091,A635962,190197.01,C70
2,A877549,A220287,63627.14,C108
1,A570287,A366337,82189.8,C192
2,A433928,A165458,40399.22,C169
4,A598571,A478780,198433.09,C47
4,A347609,A780805,85436.89,C95
3,A406082,A130742,155802.65,C128
2,A617795,A616545,5245.9,C165
3,A913586,A179950,109843.05,C63
2,A708218,A489601,48245.67,C60
3,A485777,A266993,129692.5,C128
1,A393310,A478777,101491.02,C84
1,A180548,A678044,195534.35,C116
2,A748657,A808714,175273.9,C83
1,A132600,A687307,137456.48,C42
4,A402573,A248020,143211.24,C86
2,A427312,A871971,190062.72,C106
1,A632789,A155049,172122.41,C125
5,A241194,A723591,170385.59,C181
5,A833580,A680515,91825.47,C13
3,A728651,A767893,105823.93,C166
5,A863656,A989757,6667.82,C103
1,A534391,A933826,83075.55,C161
3,A377834,A533850,30507.11,C64
4,A953276,A445826,29911.9,C106
3,A726344,A985811,75802.55,C167
2,A114899,A469586,134406.26,C6
4,A779297,A784224,159513.59,C145
3,A341679,A277339,164472.67,C159
1,A548672,A946073,27768.45,C155
1,A726636,A418017,187601.83,C94
2,A139053,A207040,38574.82,C158
5,A340931,A520067,141302.97,C198
3,A706940,A685522,51052.95,C35
5,A423969,A534120,16145.9,C2
2,A908564,A332362,189007.14,C33
1,A544618,A186602,136857.17,C15
4,A651130,A789645,11354.76,C44
3,A622263,A286325,190956.61,C64
1,A411209,A728763,27536.48,C12
2,A302887,A308990,154496.82,C76
4,A912858,A919060,14445.72,C198
5,A733824,A306571,117662.62,C149
3,A310663,A471080,55004.44,C178
2,A658783,A324750,159253.43,C82
5,A434398,A415863,191094.99,C181
4,A354347,A767127,29844.63,C76
5,A729818,A361973,78952.61,C44
3,A467647,A806626,72557.88,C156
4,A587817,A487345,163025.77,C29
4,A268767,A684336,184239.54,C162
5,A237833,A152116,124020.82,C179
5,A832514,A271915,177855.49,C47
5,A616414,A676181,12550.53,C118
1,A475333,A870805,51284.55,C28
5,A154113,A289215,126497.67,C91
1,A913324,A649869,129926.27,C125
4,A449598,A935598,109581.53,C175
3,A352739,A832115,123724.49,C26
3,A778490,A129326,177089.58,C171
1,A192753,A683629,18214.28,C176
2,A575000,A549676,39779.73,C142
3,A953682,A970653,25026.31,C72
4,A450458,A935953,16699.04,C10
4,A524096,A216358,188810.14,C34
2,A260930,A257958,146086.54,C90
3,A716902,A211383,67595.74,C54
2,A295982,A888776,189355.79,C141
5,A433659,A491907,115503.89,C53
3,A977182,A633353,189876.67,C85
1,A241433,A101316,62323.84,C196
3,A691877,A193930,129017.03,C25
2,A604782,A898182,105974.03,C112
3,A151497,A131444,110850.75,C115
2,A876684,A860432,109171.91,C117
2,A599638,A921665,27513.99,C172
4,A296947,A604361,121848.16,C106
3,A758076,A158959,33714.5,C85
4,A146685,A617803,108764.54,C59
3,A805298,A444470,6239.38,C178
5,A442408,A434768,92726.48,C175
5,A997323,A288087,91748.3,C49
1,A600647,A874017,76623.19,C180
4,A127237,A959655,144905.87,C144
4,A264087,A666912,59382.91,C139
5,A706771,A668414,14343.06,C188
3,A655147,A688307,64381.98,C55
5,A659143,A314070,97944.66,C175
5,A850707,A755969,78225.09,C192
2,A357419,A346779,103175.26,C90
2,A955493,A141467,193906.37,C147
2,A817121,A383901,104809.25,C181
5,A295880,A892244,16346.6,C103
3,A504218,A930108,138859.07,C133
1,A115740,A445825,19379.42,C58
2,A933899,A267219,56698.73,C44
2,A431687,A203650,72491.68,C149
1,A580830,A874740,11857.58,C192
1,A945588,A792292,8329.6,C97
2,A405215,A292598,14805.39,C99
3,A334616,A213097,30747.03,C67
5,A536806,A824208,91873.41,C166
2,A505145,A517836,81456.09,C104
4,A163153,A826878,90963.23,C146
1,A849154,A827546,78944.5,C80
2,A794606,A399270,120481.37,C21
1,A910422,A222475,143883.4,C154
2,A610060,A775365,161718.46,C85
5,A481095,A151016,192029.47,C164
3,A514814,A208410,181429.28,C11
4,A632233,A894530,130428.84,C85
4,A216753,A442741,70383.61,C65
3,A751629,A496862,63726.97,C140
1,A190680,A102070,5716.14,C147
4,A170002,A124584,177946.36,C198
2,A674592,A661307,127670.67,C199
5,A521854,A994372,155883.7,C171
4,A997590,A587716,121126.3,C142
5,A462896,A240989,65205.45,C152
2,A558510,A750825,23041.2,C88
4,A649290,A764649,45799.93,C154
2,A504957,A850574,9041.02,C150
4,A514387,A134217,136786.27,C115
3,A493726,A862987,9327.71,C5
4,A872462,A174837,122799.91,C152
2,A578802,A288976,175586.96,C199
5,A714058,A224461,15463.64,C108
2,A446676,A456286,58374.68,C172
4,A408442,A470308,173727.82,C133
2,A925114,A504596,197835.0,C146
4,A630071,A711201,176588.3,C137
5,A608371,A214574,126619.35,C64
2,A187464,A219886,146314.43,C145
3,A875814,A752068,34791.27,C90
4,A190563,A404611,87179.86,C165
4,A917611,A787554,15694.9,C62
2,A857531,A764815,88011.68,C138
4,A902570,A546381,144525.69,C59
2,A810095,A541895,62524.18,C37
2,A590464,A681722,137956.8,C179
2,A327703,A948605,82692.32,C86
3,A317452,A390958,163586.02,C114
3,A528293,A977198,59168.96,C99
5,A480377,A621689,133003.38,C183
1,A248318,A226756,195599.58,C118
1,A184506,A523013,9769.42,C157
5,A469284,A846084,149054.94,C68
3,A504135,A359143,53478.0,C35
2,A683263,A569340,45697.43,C18
2,A426687,A999973,188870.88,C123
1,A909827,A554457,161046.25,C109
4,A341283,A415794,41642.3,C200
2,A534599,A296064,52743.96,C19
3,A479457,A307529,135862.47,C155
2,A509636,A997041,59637.49,C8
4,A293095,A665421,46200.62,C86
3,A353980,A711440,167882.33,C153
1,A350273,A602732,128352.54,C156
4,A826076,A500203,27195.14,C42
3,A991146,A674717,196851.17,C5
4,A491558,A550649,77430.72,C197
1,A608435,A623091,192286.92,C4
1,A465012,A511425,14776.99,C109
4,A762912,A762364,196272.85,C196
5,A221457,A286941,31049.14,C58
4,A168309,A617433,90737.75,C123
5,A752799,A646238,32290.15,C60
3,A773397,A102599,194970.13,C105
1,A610753,A744168,48847.16,C19
3,A723903,A141994,166693.88,C101
3,A956776,A803356,142436.05,C95
1,A279192,A867020,164467.97,C13
2,A635126,A462242,26362.07,C159
4,A650477,A632355,36625.65,C36
1,A336110,A160573,145107.1,C142
2,A503347,A663786,23215.13,C94
1,A732929,A379083,131652.4,C74
2,A564058,A719490,102468.67,C123
4,A861739,A789830,34497.45,C196
5,A539947,A592724,158720.5,C100
2,A925971,A292036,45207.22,C70
1,A631632,A943013,58351.99,C194
2,A374420,A990907,95816.86,C34
3,A760909,A764431,116251.98,C121
2,A462921,A528240,70458.75,C59
5,A168500,A187886,84114.8,C91
2,A169725,A509550,141091.75,C69
5,A150437,A267982,141041.15,C117
4,A997643,A274394,107581.05,C167
2,A457368,A245729,155545.34,C2
2,A890089,A921371,84325.7,C126
1,A953907,A742055,194773.2,C183
3,A948486,A970263,121230.98,C150
3,A864259,A475322,120710.46,C139
3,A403131,A424016,144894.2,C183
3,A488218,A576531,21867.48,C28
2,A259300,A708551,17734.16,C80
2,A931682,A457992,18219.4,C17
3,A321286,A411113,134461.1,C46
2,A353641,A377363,85960.51,C126
3,A953937,A276586,102108.0,C75
2,A159776,A824435,92134.07,C5
5,A922192,A844124,154024.35,C49
2,A882123,A615253,137608.8,C30
2,A995302,A550004,153579.53,C142
1,A237461,A745267,104510.24,C24
2,A502255,A288334,116671.21,C179
2,A128756,A876867,98683.34,C51
1,A936713,A148458,118097.49,C19
3,A218291,A212339,178803.12,C121
3,A804090,A796514,90669.08,C122
5,A765686,A767103,15971.62,C61
3,A787216,A989049,187714.21,C118
5,A863035,A563927,46790.04,C19
3,A837453,A998990,38381.07,C35
4,A801742,A257179,130284.47,C151
5,A405042,A771404,60109.89,C13
3,A438192,A266473,113581.06,C74
4,A544202,A790455,175793.97,C171
1,A406756,A509450,82736.26,C105
5,A549832,A494741,14671.26,C164
3,A426939,A174386,98008.54,C134
5,A954723,A279655,198384.24,C177
4,A995108,A604370,109340.28,C187
3,A126507,A890199,69607.95,C120
2,A569051,A516257,33821.47,C23
5,A141446,A821159,124072.42,C177
3,A366454,A741055,32630.37,C108
4,A637604,A888613,197418.66,C64
3,A188547,A458804,106411.16,C102
1,A378848,A272625,110828.59,C129
1,A365767,A180653,65118.58,C143
1,A287552,A134492,159869.09,C131
3,A809102,A357686,85723.47,C31
4,A225006,A745483,174142.3,C147
1,A876201,A617981,181811.13,C154
3,A174354,A928570,72996.67,C197
5,A109619,A203523,11950.82,C106
5,A934929,A628388,84366.97,C178
4,A506547,A818421,168472.19,C127
3,A502634,A195652,108440.19,C21
5,A995285,A816919,199068.94,C137
3,A536601,A910733,60218.74,C66
2,A227841,A778634,99745.54,C99
4,A349440,A652775,172823.73,C150
3,A960299,A390364,62903.06,C31
2,A729004,A589745,133921.25,C34
4,A964984,A189270,152914.95,C189
2,A263174,A261001,72397.22,C138
3,A423883,A341011,13675.0,C187
3,A452745,A304744,28530.85,C189
1,A471706,A477933,91107.3,C161
1,A284289,A214004,55889.19,C144
1,A138956,A157583,101805.26,C181
2,A362057,A949108,26303.34,C94
4,A389566,A131135,22829.27,C11
5,A618592,A260152,192773.42,C167
2,A839816,A307552,129710.31,C177
4,A294160,A141274,48636.39,C9
5,A594856,A943342,66616.41,C133
3,A776861,A164659,19713.58,C156
2,A725102,A525357,177676.5,C15
2,A873150,A310939,26005.18,C194
2,A274390,A157670,37819.79,C141
3,A862837,A907523,105723.05,C70
3,A174187,A699593,90094.14,C184
3,A875873,A227757,52840.43,C194
4,A249434,A769947,188708.85,C171
1,A410696,A325907,104809.37,C107
4,A857125,A989275,6227.39,C89
3,A905041,A524275,176935.14,C11
5,A665630,A474911,19277.96,C137
2,A388590,A303381,40587.79,C157
1,A290188,A368281,178199.31,C37
1,A954772,A843290,172799.82,C91
2,A526289,A241667,105361.91,C34
3,A867481,A302313,165990.79,C126
3,A243532,A626482,17503.63,C157
4,A755556,A715572,51618.05,C160
5,A890309,A271426,171258.32,C58
1,A108198,A300442,152745.45,C36
2,A241057,A633931,81554.64,C62
4,A680664,A439937,5003.14,C120
3,A167594,A910160,70876.08,C58
2,A652336,A152965,181174.22,C40
5,A605158,A753752,152178.55,C10
1,A609317,A397057,85839.95,C178
3,A830596,A188528,173491.13,C105
3,A126019,A578453,169673.46,C186
3,A258421,A578571,120237.0,C179
1,A228662,A462400,94830.7,C161
2,A410495,A644802,91569.98,C81
1,A536336,A196348,116660.46,C4
3,A543204,A485179,125578.56,C193
3,A626368,A288029,20788.21,C13
3,A237400,A431150,5069.36,C77
1,A950339,A458562,121195.64,C127
3,A596336,A394965,175401.86,C42
2,A657265,A717021,153658.77,C27
3,A441952,A561817,197810.71,C74
2,A199194,A424760,197569.12,C18
5,A432188,A368270,17132.4,C5
5,A210228,A223479,150355.23,C38
4,A493595,A237621,161468.65,C153
1,A608552,A200987,25637.1,C119
5,A655972,A893383,118482.61,C45
1,A770920,A317970,33164.93,C63
4,A900148,A987182,63508.51,C65
3,A428569,A423320,54683.76,C51
3,A274777,A805699,60355.88,C65
2,A276435,A318892,50939.65,C156
3,A781026,A567306,185125.95,C58
4,A731405,A833992,29592.57,C159
4,A232177,A315842,176048.17,C7
5,A856969,A679477,167867.13,C70
3,A717863,A780889,86376.49,C126
2,A312638,A216490,37605.26,C167
4,A247349,A656540,6273.04,C73
1,A522342,A182584,195520.92,C38
4,A143863,A433436,105995.34,C174
3,A175376,A954361,108831.01,C109
2,A615399,A278354,158489.45,C152
2,A625842,A881457,162233.16,C32
2,A807052,A892454,115117.56,C73
5,A114809,A911753,123806.77,C20
1,A129878,A195598,117676.96,C23
3,A847721,A250505,84174.69,C121
4,A883207,A322205,174578.62,C96
2,A334634,A621556,199800.43,C149
1,A129457,A856055,117883.81,C142
3,A103224,A281028,12027.93,C141
2,A279733,A272191,128397.71,C75
5,A105339,A652247,78945.76,C89
4,A775675,A719164,15762.74,C198
1,A986111,A727991,190312.52,C34
5,A688053,A877362,143516.54,C106
1,A899930,A347986,117675.63,C124
3,A529483,A760551,58293.18,C39
4,A301877,A314212,188584.47,C176
1,A253699,A449377,183341.56,C181
5,A589792,A882863,53109.39,C71
3,A390272,A571668,198488.3,C78
3,A904433,A765691,176049.44,C49
2,A119826,A310818,79330.14,C27
3,A114105,A612099,51757.61,C182
4,A923389,A407846,55654.55,C90
2,A761660,A712101,58983.67,C48
2,A588013,A682392,26724.03,C182
2,A908687,A580586,48813.18,C190
1,A265811,A994301,192906.45,C179
1,A369641,A788278,133974.87,C170
3,A383931,A818041,50730.27,C104
1,A279660,A650457,132744.11,C36
3,A813556,A729071,77294.7,C119
3,A278365,A502432,72853.19,C34
5,A821569,A918600,41399.69,C142
1,A510953,A266545,34248.7,C94
2,A491459,A197180,9590.36,C164
2,A414949,A226274,152206.41,C89
3,A964219,A575489,94254.68,C141
3,A570859,A546949,9349.34,C118
1,A531444,A583090,73086.24,C187
3,A798032,A111369,90250.27,C158
2,A627593,A176134,173329.66,C73
2,A932547,A995679,11909.8,C27
5,A569253,A451057,135540.4,C85
2,A356938,A789585,143472.79,C186
4,A680064,A180543,152799.82,C157
1,A392578,A396840,102805.39,C45
4,A105670,A442719,152490.18,C138
2,A531206,A576559,176849.37,C54
5,A854808,A187093,100674.0,C68
1,A444141,A490875,70032.22,C119
5,A853072,A631643,6896.77,C167
1,A178799,A299927,103680.4,C118
3,A673422,A102363,80031.58,C64
4,A467912,A949093,39262.13,C124
2,A396523,A358794,128145.55,C95
5,A942609,A132142,193106.64,C41
1,A358182,A154124,38871.46,C14
4,A675565,A545219,42305.25,C143
1,A858755,A421961,135282.69,C89
5,A162864,A793898,166971.18,C168
2,A176916,A317577,101465.01,C118
2,A897755,A739048,160767.57,C187
5,A732596,A572743,14701.29,C188
3,A349947,A116412,175062.63,C184
4,A604756,A152230,13314.3,C32
1,A154258,A656765,163622.89,C86
3,A738425,A391353,122647.21,C69
1,A694797,A669888,118175.76,C193
1,A588621,A441504,148878.21,C52
3,A691482,A729644,164467.03,C64
2,A662619,A101656,51176.46,C134
1,A640507,A881427,33103.79,C70
4,A851671,A110223,30497.59,C18
4,A965256,A326953,55935.17,C109
5,A281968,A631223,19380.59,C21
4,A512256,A143431,106745.39,C48
2,A879797,A943321,36586.21,C108
3,A118488,A298774,78749.97,C195
1,A970012,A184315,153387.53,C106
5,A540099,A737526,182248.79,C138
2,A315181,A360506,142951.28,C195
5,A163779,A232782,14382.56,C86
5,A744079,A517919,137339.09,C133
4,A726124,A851641,8300.16,C182
3,A167064,A534581,153121.22,C125
1,A302483,A757639,171921.73,C63
3,A232657,A917870,27839.14,C120
1,A228184,A578528,165109.43,C194
5,A475381,A463418,112532.82,C45
2,A625991,A689464,133907.65,C60
5,A705434,A909356,19734.78,C103
1,A587684,A244204,128466.66,C128
5,A884603,A636706,71552.46,C134
1,A497260,A593369,132276.45,C178
5,A970542,A927863,101500.9,C145
2,A925482,A507047,85603.16,C136
4,A410156,A964699,193144.05,C115
5,A483901,A888056,114664.11,C124
1,A160196,A175520,30183.38,C194
3,A506411,A174432,17422.17,C199
1,A917258,A666716,99820.74,C18
4,A669075,A980431,72619.61,C178
1,A975405,A735748,57567.79,C1
5,A793857,A752531,35284.3,C5
5,A409476,A821009,162611.87,C118
4,A947801,A105979,192392.31,C172
3,A775608,A620623,197611.84,C11
4,A190508,A697904,62487.08,C76
1,A713446,A519598,130938.76,C167
3,A823444,A516750,111043.63,C200
2,A869536,A130715,22728.66,C99
5,A621479,A659146,186487.24,C54
4,A592244,A100170,88908.65,C181
5,A844607,A443866,137890.0,C9
3,A924055,A138785,12729.98,C46
5,A797137,A985524,125067.94,C115
4,A258062,A953952,34347.67,C90
4,A336627,A922622,150443.7,C184
5,A971435,A889899,176198.28,C123
2,A398123,A414802,71337.31,C10
4,A553660,A267576,26389.99,C101
2,A180324,A663497,190074.28,C155
1,A953679,A709903,138000.12,C63
2,A219512,A221527,19361.33,C168
5,A725211,A198713,32604.28,C98
3,A219295,A984813,171107.79,C128
4,A525941,A251533,189909.33,C154
2,A523594,A960368,117175.68,C113
3,A828266,A618250,67613.65,C91
2,A164751,A923130,131132.12,C132
5,A456531,A726521,83122.8,C45
3,A996840,A325838,167355.09,C126
1,A385974,A247137,10386.03,C179
2,A668832,A706197,58818.62,C93
5,A545499,A943949,23607.01,C28
3,A903959,A950849,56552.55,C66
1,A729348,A269177,95604.77,C71
3,A237890,A871257,7792.62,C34
3,A753396,A289320,96607.08,C174
1,A742915,A649189,119680.7,C158
4,A804597,A685885,92277.2,C123
4,A598151,A797677,64401.12,C111
1,A965215,A307978,144203.42,C122
2,A213880,A460829,143775.41,C38
2,A909012,A151748,171155.15,C79
5,A105142,A638796,168286.31,C45
2,A374705,A237972,7027.79,C4
4,A605978,A171375,97987.81,C93
1,A516368,A552980,29735.39,C6
3,A370026,A910223,78256.28,C169
4,A284274,A467456,77096.58,C130
5,A787679,A895808,178999.61,C108
4,A353471,A350065,140783.87,C155
5,A631812,A564307,44015.23,C194
2,A325491,A365650,187392.04,C176
1,A437158,A833497,20054.13,C30
4,A210184,A326803,174596.9,C39
4,A605512,A445607,64985.65,C121
4,A353593,A835783,6703.39,C108
3,A128423,A587345,154097.16,C80
5,A208088,A972750,41635.62,C156
4,A843173,A226410,17767.92,C34
2,A716286,A993380,48511.54,C180
2,A955662,A930628,100487.22,C50
2,A460819,A486707,95548.08,C132
2,A278298,A344876,64577.08,C183
1,A378728,A140466,104297.02,C7
2,A645614,A836423,23102.84,C44
4,A820356,A613276,76761.07,C94
3,A786219,A273922,143867.89,C80
5,A875379,A913929,20288.08,C187
3,A658798,A927968,159234.02,C39
5,A960231,A693595,71981.43,C161
3,A592162,A612479,22514.4,C125
3,A322645,A338827,20229.87,C192
2,A412609,A983765,175718.45,C78
4,A602299,A936061,67541.97,C24
3,A292400,A818158,74830.59,C200
2,A553251,A593070,126450.21,C180
4,A736077,A563216,11268.72,C104
1,A855685,A756852,116359.69,C74
5,A354835,A885474,119500.49,C57
4,A777888,A488266,114579.39,C33
4,A884544,A669682,181130.24,C31
3,A328469,A262895,112943.61,C100
1,A282993,A142886,26613.2,C75
3,A166011,A444517,177981.57,C57
1,A202151,A817290,45000.12,C8
3,A947307,A742217,24374.12,C17
4,A289197,A159755,52428.53,C168
2,A997249,A458745,80286.3,C64
2,A897346,A360266,178772.26,C147
5,A860443,A223567,59979.22,C112
1,A299322,A729922,76039.78,C191
3,A147992,A418811,147494.43,C124
2,A766830,A828512,110210.89,C59
3,A529819,A245407,23015.34,C136
3,A196589,A921992,147856.62,C144
2,A761089,A278933,121565.47,C159
4,A499298,A427876,58278.06,C164
4,A291648,A564180,84522.66,C197
5,A348361,A508888,173546.95,C52
2,A990199,A845744,184472.57,C81
4,A546433,A277615,131620.65,C140
2,A489697,A135276,69316.15,C56
1,A756461,A913111,21523.39,C163
4,A110222,A570932,121878.02,C4
1,A156066,A562445,37147.96,C71
5,A979438,A155781,144595.81,C78
5,A561656,A923685,22778.56,C106
1,A785150,A814205,39123.82,C92
2,A757458,A326128,142789.38,C12
5,A931849,A103260,34534.55,C26
2,A687105,A770745,130342.02,C165
5,A162961,A699040,41407.14,C121
3,A173034,A879342,173157.93,C13
3,A946427,A952564,36222.08,C65
4,A948165,A653753,55868.97,C132
3,A423875,A141758,127791.82,C4
3,A785240,A356839,174902.33,C114
5,A328719,A367541,180932.37,C192
5,A799552,A252964,55251.71,C101
5,A105627,A497794,171192.16,C164
5,A750432,A858136,25837.9,C82
2,A521315,A159007,20452.93,C96
2,A735413,A795503,144856.93,C117
3,A551808,A945337,9592.0,C113
1,A602674,A733155,101047.97,C134
3,A775722,A143977,24250.23,C89
3,A456718,A763390,84554.25,C23
3,A510079,A942336,10629.65,C62
4,A711139,A913057,18987.71,C113
3,A582572,A102946,113507.98,C179
5,A372807,A360761,166963.15,C65
2,A272875,A769683,104874.03,C43
5,A443880,A940502,61403.46,C78
1,A332313,A143262,63338.96,C160
3,A987902,A888511,167678.0,C110
3,A564682,A130284,75408.74,C114
3,A168764,A729664,34927.38,C156
5,A750402,A936378,140653.55,C149
5,A880315,A174261,88056.05,C14
4,A906218,A845606,144241.17,C136
4,A363129,A984792,59690.6,C189
3,A348413,A638950,70899.94,C139
3,A790109,A107193,101047.84,C30
5,A320342,A747878,133600.88,C136
5,A951489,A386747,149528.94,C67
5,A206688,A569693,99390.77,C22
2,A469444,A333059,189634.36,C146
3,A978928,A540914,189987.81,C124
1,A116378,A198508,69215.41,C59
4,A939156,A456027,84769.9,C154
4,A860764,A994847,156682.67,C77
5,A212489,A557829,150269.86,C11
4,A634127,A489337,75210.99,C200
5,A211048,A486963,105686.43,C78
3,A873025,A726107,96129.93,C95
3,A243406,A644891,80490.7,C103
2,A814219,A317250,128681.19,C95
4,A917030,A437367,66341.95,C78
2,A955475,A497040,159768.51,C133
4,A524278,A298987,108996.99,C29
2,A575379,A253990,96149.35,C178
2,A578293,A195967,85603.72,C60
2,A357898,A607094,8380.69,C168
2,A270708,A777516,106132.05,C4
2,A649864,A537135,122772.21,C20
5,A840961,A972125,107577.51,C19
4,A254807,A515824,126701.19,C124
4,A207076,A117704,111916.27,C7
3,A303680,A801660,131004.43,C88
3,A541347,A548584,102251.9,C181
3,A868158,A858599,147018.41,C77
5,A200401,A334322,109344.97,C39
3,A104942,A202031,126207.92,C10
3,A844686,A229942,103920.02,C115
4,A698873,A828880,112956.68,C30
4,A342752,A963110,166302.63,C28
5,A856431,A288417,138068.05,C76
1,A176583,A534403,56369.37,C105
1,A595906,A940472,149725.92,C118
4,A796247,A176223,139388.32,C62
4,A375856,A881514,113735.2,C82
5,A751610,A102538,151235.55,C161
3,A609797,A441732,123265.21,C154
4,A784133,A599191,103628.72,C18
2,A939934,A125056,75900.25,C134
5,A608588,A511530,58792.7,C126
5,A368739,A120994,87638.76,C95
2,A980013,A614419,146191.39,C145
2,A811493,A605311,24917.34,C90
3,A915650,A105976,11826.7,C107
3,A563468,A647420,137291.64,C181
1,A634515,A795746,73930.93,C116
4,A411994,A813346,52288.62,C18
4,A398878,A387696,175432.98,C40
3,A168348,A820838,9105.08,C196
2,A236112,A968328,166121.96,C64
1,A527426,A176175,144238.2,C55
2,A162923,A498575,116096.26,C69
4,A755557,A662664,175131.69,C175
3,A482601,A769083,64284.24,C45
4,A449993,A297826,134683.74,C111
2,A798824,A451410,167512.3,C60
2,A876318,A630829,44710.36,C4
2,A340078,A446672,137079.53,C170
3,A790861,A840041,56326.99,C18
5,A105326,A707401,104979.11,C59
2,A550626,A567111,35051.92,C66
2,A677136,A797740,170701.13,C1
3,A723022,A951468,25527.28,C182
3,A211352,A751522,137939.81,C79
5,A862233,A499266,198311.33,C126
4,A389497,A701825,49439.57,C97
1,A938568,A750259,40738.79,C153
1,A303478,A418061,141372.23,C156
3,A349194,A362371,178372.66,C187
1,A161167,A230479,124299.13,C97
3,A367744,A307263,52304.77,C11
4,A520720,A547930,196249.68,C1
5,A675268,A815471,6818.37,C194
3,A933362,A174979,89244.12,C167
1,A618328,A973106,82036.64,C8
2,A395816,A605637,93493.36,C124
2,A907678,A259647,130513.68,C65
5,A587947,A707938,12922.98,C44
5,A968868,A786613,32507.34,C58
2,A933181,A755223,169938.31,C196
2,A669729,A753074,95111.31,C116
3,A905443,A500406,173853.25,C180
3,A768954,A118427,162104.74,C200
3,A382808,A368838,151456.07,C174
2,A938148,A885542,146931.89,C122
2,A615324,A287313,188310.86,C153
3,A530612,A453559,188833.32,C7
4,A653392,A135930,5606.32,C171
4,A390943,A297959,50684.09,C179
2,A761251,A427300,14441.33,C115
2,A678616,A857973,87207.75,C83
3,A219058,A912298,95396.97,C181
1,A643440,A379340,34622.54,C10
2,A585188,A792606,116883.56,C195
5,A859696,A987289,24865.32,C97
3,A536840,A371989,104231.74,C27
1,A117428,A145483,102627.56,C47
